a	b	dot
be10abff,3fbda084,bf94cd11,c08bde51,408d9df5,c01afd1a,4019866c,c07f6fdf,3fcb59de,becdba94,c01f555f,c0a4df36,3f94c02e,bf818784,3fcef1e7,3f862bfd,bfad76e6,3f797ce5,3fa0d23e,be3db308,bf91e2bc,c05d8eee,4051f25e,bfba9bd8,3ec4ac08,c0697219,bf0c2953,3bd43949,c0120992,bfd0a462,407556cc,403e6844,be77be88,bf851086,bf868b12,4034ab91,3f0824eb,3fb11fc5,be9b84c4,bde764f7,c027f51a,c05365ea,4023ed2c,4003a39e,40390407,c0688985,c01ff402,c04c0502,c02aa053,bf83ef6b,406c827a,bf27abe6,c018357f,3fd4e08b,3f47983c,3f36db20,bf517496,4024bd45,4014271d,bff64125,bf0fc213,3ea4a799,3fb27fb4,405ed6be	c0483555,bf3d91e7,bf78929f,4010b0eb,c005f99d,3ed08b51,3fc7d383,bf2a16dc,40559f58,bfca4823,bf92b209,bf1a0513,3f2d3dc2,3e1d063d,c0915e93,bf8e3699,bf9002e9,403b7d70,c03fb624,3ed8bfad,408f4740,403ad64d,c04349ed,4075a58d,400bd20f,3f8fe458,400e83b7,3f41a07c,3f8ac98e,403e0bfb,bec93ea8,bf23a62e,3f8d9ec1,bfaf05d9,3fcc96fc,bf4ec994,3f85a677,c04b7f23,3e8828b2,bf544f33,403b3aed,3f91a5b0,3f9015ea,c06ab6f4,405db03e,bf80e94a,402ba02e,c0042d01,3f09d32a,3fb38742,be6e0684,4021459e,4090429f,408b7ad8,bf657666,3fdb7f22,3eeaf735,bf72b770,3fccfdc6,bf56c47f,3f9d4930,3eb0b7da,be97fae7,bf882d7c	c294de11
3fefefaa,bf83e2b9,3fa82ab2,3ef48ae6,bfc88042,3e909d74,bfb5e087,4070f08d,4002fa03,beb60a0c,3fac4f00,3d9774c3,c03a7cc7,402f5908,3f33445c,3e1c36a1,c01df0c4,bfbc8230,bfeb3c30,3e825e50,4064ea51,bf7a6d92,bf8bb791,beddec90,400c4d41,c02fbb2f,4069d4dc,3da36b3a,3ffe17e6,bf23b978,4019b09e,400a86b5,c02264f9,c045560f,3fbc27b8,bf4d1f5b,408af521,bfac81e7,bf6055c0,c03fd019,3ea2a22f,3fc4a5ec,402f12c7,bfeec0b1,40bcc741,3f41b2db,bfa0cc6c,bf35e514,bfdce780,401c97ba,bf80db12,c044138d,3fa075ec,bfffd17f,3feabe8f,3fc5ab3c,c03807f7,3fc3270e,3f4b3509,3f70e034,bfb5a04f,bf2e4bc1,bff00738,3f8fd389	c037660f,be86cc0f,40645f5b,3bb1ba49,bfbc3d2d,3f87e561,3fa3df43,3db9353a,3f3a67ab,bee78bae,3fd610fa,c00776b0,bfdd1e94,3ebc577d,bfd3608c,bf8673aa,3fa2b5f5,bfacaab4,bf7af82b,3fe0bc68,403e1c3a,403a74d7,bfd8475a,bee0357a,c07afaf5,bf6eff7c,3f99991b,3eb40b7a,3fddcb24,bfc1b6d3,c0190f32,40836d58,3f45afc0,c05a4c99,3f71b272,3fd5893b,3f0e4f62,bf10a96f,bf251f86,3b3b6c23,c0114293,3ffb68f3,3ffd7c79,3f09084b,3f865227,3fa5ce61,bf4c5aab,bf4da0c3,bf944848,3f1a5ead,3fb9e4d2,3ebcbcea,be8c3f29,3f50ad57,3fe183c5,4065090a,c0777ef0,3fd20006,bef66a3d,c026f638,bf10d382,bfb0a204,3f5a9e90,401da596	4296608b
3f64e3d7,bf236eb0,c06c662c,3ece505b,bfcba9b7,c09b7994,3fe4b17b,bfc63062,3edee45d,3f329917,4002318a,c037acad,3dc83722,bfdbcba1,408672c2,3f8b91e0,3f92dd4a,3f1d1bf7,bffef803,3ed9b618,3fcb4ed4,bff8ce9c,c00a97a1,bed80064,3fd74056,bdeeb17d,3f1a1074,3f8c8d15,404215a0,3fcc4a97,bfaa763a,c0209d91,c0039563,c025ffa9,3e739d2e,c045460b,3f123620,4044efb6,3f59e227,bf3d48e5,bf6196f4,3f4ef96e,bf94be53,3f1f7ba0,be8cebdc,400cb348,3b02dac6,bf6e834a,c0783e0b,3f9011fd,3e81e4a4,3f93d1a3,bee9a17c,be5889ec,bf8075f6,c0055515,c01d7c57,bee3fedf,3fc6bf84,3fe02187,4011cc17,3f4cac6a,3f5dff66,beb30cd1	beba502b,405cb125,bfb19871,bff901f7,be92cbc2,c05030d1,3fba7d62,3efc3e03,bf676107,c090bca7,3fb50d98,bf40651c,40824924,3f7b9ffa,bf5cea83,3dfc4459,402637d6,bebca326,bf3e7fe1,400b8679,bf8e41c1,40544f1c,3ed7c46b,3ca32e59,c043cd23,3fee38cf,3d8a0e84,bf0ac7a2,3f91a432,3f47728a,bfdf8bc9,c0787c65,3fe689a9,3ea8fddd,402a6e48,bf40a7ad,3fcfc244,3fedba79,3f4a3707,40277c2a,bfaa0ab2,3f51983f,c038fa48,bf8ebada,3f3d877b,bf97663f,c05a07cf,bf1a5e37,3f3ada7e,3e6bfe8e,3f3118d2,c019d8c7,3f07028a,bf8d1e71,401a75ee,bf95fc49,3e5db160,3f4e489a,bf85fd9b,bfc5f658,3fe39b9a,3ff5d2c9,beae929f,bf9aa390	41c6c034
c073de55,be97ede2,3e910203,3fbb96ac,be5240de,3f859ca6,3f8dacff,3f9f79e8,3fe6fc2a,401f757e,c08397ed,3ee86099,4068930e,3ef1d136,3fac21cd,bfb6a1cc,bf8b67a2,3fb58043,3f8a09c2,4092a24d,c00c55cd,beb58885,3fb3f6d8,408fc5a7,400c1bc6,408da8a8,bf36f019,c048205c,bf668b08,c0619fce,bf613c2d,c0016c2a,c0712296,40b1439d,c0798e71,bee98053,c06c21c2,bb76dd48,bfdb7be0,4093c8ab,402489f0,bfa627d5,405fc99d,3ee9cc3f,3f58a6b3,c014e361,401aad58,c04310ba,bf92c9c3,4063edbd,4039a777,bf846406,3f86ba98,3f856f21,4068aa26,bedc201c,3ee16fb8,3f77f93d,3e04e934,bff74385,3ecef191,bdceabf7,3f98edce,c0245a11	bfe7838c,40218a2b,bf4f93e7,bf423f57,3e804e07,bfb16cdb,bfa46720,c0352efa,3f9e1f3f,c05e0199,3fa5f95d,bfe12282,403141d4,bf6ecb2f,beda66a3,3ede7b8f,c0875bde,3f26c258,3ddea8f2,3e93af86,bf61d8e6,401d31ad,3e218201,406e39a1,bca13443,bf47b2bb,bec85877,bfeeffcd,bfd177a7,3fe1737c,407eb5fa,bf5c1516,bf71abb5,c027bbe6,bdffa1f2,3f83939e,409e32dd,40134e7a,3ff89619,3f61e392,3e069ed1,bfc24258,c09ae2fd,c07aaf16,3fee8c18,c06fcad5,3fc442b0,3f990fbc,c0684009,bf318497,bfa73f32,3f9cb6af,c010b1e7,bfa7c603,3fa79607,402feafa,4039c9f0,c083cbc5,3fae8af6,be4dfad5,bf6451b4,bde96873,3fc91b43,bfdfe604	c19682cd
c06462b9,bf823f47,3fd64658,c03ed602,3f286b70,3fd8b0b6,3fa122a7,3f766369,3fd81781,3f5ab7e0,bf2df264,c021fe1a,bf24ca06,c0202ea5,bfb04083,bf4ee732,3f3552d8,40516fb0,402cfc4a,3f3bc377,3fca4289,3e5d04f2,3f383089,bed94d7f,c0070639,3fb315e5,bfd6f06f,3df1793e,3f9d7799,3fdcef1f,3fff6858,3fb87467,c0183103,bedf15f1,c033b200,3f0ee648,bf7e6d00,3f9e29dd,bfb7f46b,3ff1e64b,c001b71d,c00a4f4a,c016ce3a,bf1bb368,bf221977,bfae65fd,bf77e1f3,bfdc21b7,3f8c2f27,bfda3cab,404d0162,4021cd18,c01e5f94,bf7126ee,40035814,3f5d8ba6,bfb60a4e,40044d16,4029b521,3fb193c2,bf461565,bf346451,bfe73772,4062d274	3e323d05,c009b8dd,bf9203f4,be6a6763,4073aa12,4036aca6,c035fb55,c047b519,3fd63f16,be12d944,c000e435,bef6d285,3f62a17e,c068922a,3fc1551b,3f162be9,c012c735,3ec99a57,3f24af37,3f66b1fe,3f843a56,4098dd98,bf370646,407fabf3,bdf3a38c,c01875dd,c002d644,bf4551d5,3f420899,40562e0d,400c7f72,bec78f95,c017c8fb,3fdc257f,3f10fff9,bf50b128,c0070398,3d86cc73,40abaf5d,bf217767,403b089f,bfd0e230,3f741308,409bb36e,3fc64703,4080ffc3,3f0400f4,405d466e,403dd095,beaf598e,3e2fbbae,4018ef2a,c074d054,3fb1102e,3f811c5b,3ffc10ff,bef33c1d,bfb28ac0,c0224be0,3fad5879,c04d280d,4054603f,402004c3,bf4c96c4	4115cea4
bf8f04d2,3f0b6b20,bf1166f5,3fe735f4,400b2d43,3e722c2a,3f8a7b32,3bd1dc14,3fafe607,405dc526,400303ee,bdf7233a,be58c563,bf77bee4,4041e31b,c0c3a227,3f6c7c7f,c0879680,bebe1238,bf8f98f1,bf657c90,3f4b6975,bfab50cc,be8dedca,400312db,3f298e31,c08e2da8,c002cd31,3e9034b7,3fd7aee2,3f8faeb2,3e44a9e5,3ef21883,bfabe0fc,bff02d31,c04f345b,4021f96d,3f208382,c008e5b3,bf6f2c90,c0115b5c,3f6cf348,c0231464,40059ce9,409a4672,3fcb25bb,40563ffe,bfe54f12,40513072,c0235b9d,bd105f5e,bdac4c9d,3fcc236f,bf0c7fff,3f5035be,c0288e9d,3ee67110,be5989cf,bf00cbd9,bf41ac01,40775a48,4054b759,c0b60808,c0663c1a	3da23d9d,3e4b0c06,3f34dbd0,bde782f9,40268e86,bfba784b,bfbb3423,c01ae813,c098282f,bfe30a8f,3d6da23f,c0021a35,bba01a08,4068c79f,bf7687f7,c072b2a4,c08f223f,bed8c4a1,c0949ade,3dbc9cdb,3f01f4d0,3fc01bec,405e0493,3f4afc96,3ffbfc75,c016cf30,bff1ffda,3e2df011,3f04d4bb,4029f434,c06b33fc,3fa8bd88,3f576b16,3f9461e0,c00326c6,bf6e1246,3dae510f,40083349,bfd5382b,bfca71bd,3f7fc336,c01d1fd6,be84e57c,3fac570c,be3310bb,404619ca,c04cb954,402dc3ac,c0435f16,401f579a,c01fb03e,bfc36204,3f06a48f,40a7d616,4009dde5,bf5146d5,bf16420b,3ffa134e,3fad1423,bf34f764,bff316b0,bf7bc4a3,3e0d0d1b,bf5951cc	c11b4f35
3fad89aa,3fb0571f,4087d5a3,3e915264,3e01b759,c08f61a8,3ed9a43f,bedd18dd,4000aa5f,c00e80bc,3f949e86,40844a36,3f71c73f,3e0629b3,bf3a34e4,401dfea1,bfaa3c80,402d2779,40519ad9,3f757ebf,3f42358e,407da6c8,407951ec,3f509560,3f33b458,c06c31f1,3ed88477,3fc3d455,c0283486,beede66f,4039c166,3f5543d2,408cb93a,3fdf8415,4022db5a,3e4f4ee0,3fd618a1,3fec6b24,40432e17,bea73d5b,bf02d6b0,c05442b6,c034e7e4,c01dd77c,c04d8e86,3f92d7a4,bf9d8e96,c00da7aa,c03181af,3e2ced88,3f4d60bd,c018ab24,c045ff20,409b2a50,3fac381a,400d9570,3f743d46,bf24ab25,3ff7e1c5,406cb8ef,3eb40740,3ff3882f,3ff60755,400c27e3	3f6877a7,c0504171,3f50062c,bf48bd54,3fca96b8,c03fd7de,bf32e50e,bea40cc4,bfb8e71c,3ff8234d,bd934009,bfcce19b,bdab5cbd,c03c276d,bee82c4f,3f98cc2d,3f437284,bfdb86bc,4018b161,40228415,bf296091,bfa4d2af,bec0803e,be363373,be4124ba,c01c0d18,3e64f224,bf378684,c01ee8c3,c009464c,3fddf1e7,408903e5,4054cd6c,403cce67,bf82f598,bfbabd30,c00253ff,3e95005d,400dd631,3f4fe5f8,c0233c76,3eeab9c2,3f454b44,be5d4fb9,3f9754c0,3b825def,c0429e0d,bfc4f0f3,c070625b,40194f8c,c001e51f,be0fb1a4,4047011b,be89034d,c0324406,3edd5d12,3e9db63c,3fb5753a,3ef281c6,3eee5faa,3fab3a68,3ee00cb6,40173b40,401ae860	425abbfa
400afd36,bfe17298,400cb0f4,bf200b99,3d80c9a9,c02138b2,c0382a89,c03664ac,3ff40ec6,40a92da2,3f98bb43,401682a1,4051208d,bf49beb3,400b473e,c0350749,bf60030e,c0732dd0,3fd39293,3f09ecaf,be94d2ed,bf3a20c0,c0103f20,40149107,3e8ca105,4059c1a2,4095439a,3f630af9,bf699391,bf7b3667,be8e93db,c01f967f,3f7778ea,3f580447,c036516f,bffaa112,bfd6ecb7,400f1307,40a48106,3f04c33e,3f8a6be5,403d6d59,3f83ee0d,c0a66c69,bfb7560e,3fc403de,c0326626,bfb5af9f,407dd462,bdaf02a3,bf21db4e,c084d86f,3fb4e025,3ff8246a,400bf1e3,bf9da7cd,bf195ab8,400029ca,3fb326f5,bf8406e6,bf1ee992,c029ef97,c042fcd5,c01f9965	c033f5ea,3f49817c,bfeaf268,bf78b490,bfe0689f,c0037297,bfca90f4,bf89a669,be67380a,404d8a4b,be963942,3f11fcd4,bfdba48a,401fcf36,3e865979,4082babf,be3218aa,c033a6b8,c081504d,40326012,3f2eebf4,bf3d55e7,bdda9c36,40918bb1,bf81a7be,40016108,bf346ef2,3f760bd5,c06a0bbd,401d9793,bf0b3ae6,3fb360cd,3c21938d,bf89b7c8,408775dd,bfad9306,3f29fbc7,c057105b,c0801af9,3f80249d,3e844f4e,3fe6bc76,c026fbe0,c06ebfa5,3f93455f,bfb1007d,3f8ed666,3f82da23,40563755,3fa6a3b4,bd59533a,3fc89ca0,c02f8ea9,3e58a3c2,bf01d11a,c00d774f,3eb742ca,bfe7b12f,3f555e5b,3d623725,bf99a9b0,3ef5aec5,402344f7,be2d09b8	c137ff06
3f43dbd1,bf38d274,c04ea032,c029fe1d,c01a00dc,be4cfaf5,3f9ae20c,3f47dfd7,3f104466,bf848c2f,3f491c4d,40139197,3e331dd3,3feebe6f,bf9995d1,3eb5604d,405836e5,3f995723,3eed9ed7,3d6bad2e,3f5867b0,bf6a5c73,bf0b96a4,c0690c81,3cd34c9f,c02e25f3,403cea71,3fe4655a,4046e238,40693520,3f11021a,c02887c6,3c357e35,3f865732,3f89072d,3f30e27b,bfa4cc9d,bf1e4126,3f596bd1,3fb8da39,3fbfc252,bf1b24b1,c04147af,c02c0044,3f1c98a9,bfb920d2,bfc22057,40824b3e,3fac40f4,bfbd1c12,403057f2,403253ae,3fb155fb,bf283694,c05034a0,be2e9846,3ff58b14,3ef34234,3fd4e6f8,3f94e753,bf7accf6,bf3ddbae,bf85fa5e,bea5c1a0	404186c3,c00a5f3f,3e7db855,c01bd72f,bf3aa09b,bfe0eced,40678aed,400ea8db,3e9c0749,3d9941c2,bfc59852,bec590c3,bf64b4e1,be926fb7,c03850b5,405a0101,4084d6e8,bf1661f9,3fef5f27,bfbfd6fa,c02cc8d0,bd9b2ecc,3f6d4bc6,bf9770ef,bf998d44,be854762,3f2ec51b,c0104985,bf74d075,bf2fe6af,3f9059c4,bf2f0f2d,bfa0b02b,c018155a,3f2d8f04,4019d524,3fb88d0e,402c3eac,3f8da3f8,c06402ab,bf977228,bff3cce8,bf7ec70a,be8ff7e0,402004d1,4095d44c,bf356c1c,40149776,40261043,bf0a548a,409aebd2,bf90621c,bfcaedc4,3dc26894,bebf7cf3,3f2cf07a,bf89f44e,c0737cff,3ec77286,c01ef59c,bfbdd86b,bd2a3888,3fc6556c,3d11f5bb	421acef8
40449b9c,3e4373e3,c0438641,3e63379d,bf8fdb76,bebc4335,40bafac7,3fcd420a,3f8a28e5,c0046142,c0199289,3faf2df0,bf781773,bf973675,401bf8f8,bfd54e91,402b9be8,3f1144dc,403b8289,bf677630,3fef89b0,bf78925e,bed22eb9,c04082c0,3fd270eb,c06493c1,c00571de,40987080,3eebbe42,bf0e38e2,bd77e6a3,bfe24692,c008495e,3fd4cd2f,bfa9af6d,3ecc433e,3ea963bd,4039e410,be7e76c0,3f321115,408cc642,3f73a6f5,c04f5853,bd5c3757,4092dc8a,c0001edb,3ee2e530,406c0f13,3e8fd6b9,bf47aded,bf8410d5,3f963f53,bffd72f1,3f7da29d,3eae1286,404023a8,c080b7f2,bf591233,409f5e28,3e445051,c0943510,407966ac,c0118226,3ff79869	40785934,3fa852d6,3fd9f783,3f99e438,40118a2e,be114c86,bf61a687,3f188d2e,c07cf53a,bf2f702c,3fce9fc9,3fb43b6b,3d2ccba0,3fb44a6d,40a5b7a3,bfbd2bd1,bfd538c6,bfa9d5e4,bf9ddf89,3e6f268d,400090d4,3ebfa1d6,bedb777a,403868f7,406a5a52,3eaf28f0,bfb30d36,bffc119b,404b8b59,3f762f4c,4000425d,bf533bfb,3c794b32,3f3a15e6,3f606f1c,c02506d5,c0a7e61d,c0100a7e,3d3900ea,3f200b6a,3fab3807,be889ce2,c06b6dd7,3f96b639,c037074c,3ec561c7,c07f3459,c0adaf15,3f17a94f,3fe55e72,4027873a,3fd1e02c,3f989976,bff3fc7c,3f668235,3f83845c,3f3e6ff4,3f365adc,bfb1f455,3fd72b9f,3efe1847,3ea1d527,403b319c,c04a592f	c269806a
c05d5e03,3fde2239,4021761c,bd412367,4060258d,400dde63,3ee1f2db,3fec4e90,405de2ab,3ebec7d1,3f3d6e90,c02186f5,c08a9bfc,3fa04755,3f1757ac,bf87b507,40189693,3f8588d3,bf0d207c,3f0b2646,4047b4a7,bf017b66,bfe3b6d5,c01cdfab,3f9bc25c,3ed0fe79,4034b837,bfe0ab77,401c8c37,400a853e,3f76d20a,405720e5,3fec7074,bf1c8049,be8a990a,3ff4bfc2,bf5bcfdf,3f37d43d,3fcdc7cc,3e672a69,3df9dbfe,bdda1aeb,3fbb4eed,bed0300e,3eb1a7e6,3f4af432,3ca1658c,bd3f07a0,40a9526b,3f4b88dd,3ef71084,bea6fde4,400b4338,3fc7183f,3efe1a4d,bfbaf82b,4028a7da,3dd3c8bb,3f9aadfc,c05a5a5c,4014a04d,be9128d6,c0a98816,3d2ddf1f	3f6812dd,c002bb42,be31a641,c0148eb6,bf3db55b,c006e4d7,bc0f6dec,3f7196d3,bf369fb9,3f3fca67,bf41ecc9,c061ac9b,3f45ffa1,3f631027,c0079620,400c4f01,3f189c61,c0045692,3f181496,befe4830,3d4849c3,3fcd100d,404620cf,bf5fa7e9,bf8f1d2b,bd253601,400810fc,40acb3d8,4072e9ce,404ed804,3f7762d0,c09fa783,3f2f2ff8,3f504bdc,3f9f43ad,3fddc998,c039cbff,3f402461,40289f23,bf4a7731,3eb1af15,c04cc933,bf9f29f4,bf8adcfb,40079da4,bfa9681f,3cfb7c28,402c5c85,3f1c48ce,40272f81,bfda1a75,bfd832c4,3f853087,bdf7d476,be675ad3,bf6ae987,408fc56d,4098c018,405d9e72,bfa6e40a,c00aa6ec,3f94c9ae,3f8d57ac,c021f71d	40ad3886
bfc6ca73,408838d7,bd5dea60,3f93c009,bfb9b395,bf1040c0,c000505c,4029ef53,3e13428e,3fa0627d,3eec380d,400f04d2,be7a03d1,3f239321,bf7f383e,3e7721d4,3eb5e289,bffe42df,3e00cd45,c00fb446,bfe25f1f,3fce1d5e,c08de9e0,bdccbc20,bf9f6ca3,3f4ff5b3,bcfb6f0b,4014422f,3f5f70ce,3e6eba47,3f2b44fc,c0074f5c,c01e64f5,c02adc25,3f97229b,3f0d1c71,3efc3b20,bee40724,c080125c,bfa7bdc6,3fa0e0bf,3f5c6a05,3fd03744,3f3005d6,c012c9af,3f07ed89,3f2534c6,bd61bd00,bfaf1840,bf08538e,3f4d573f,404a6a40,40395d0d,3d8bc7c4,3f1dd71a,bf560190,3ff25c89,c00f4e34,bfa0953b,bfb47bb8,3ffbc137,bf223228,bf7d5c8a,4047b2b5	406bfe60,be736228,bfa31c50,3fabcb60,c000858c,c06f08c1,3e6b112d,404494c1,3fbb3f71,c05ca0ea,bf0e8e33,c024cdaf,bf105fbe,bf988b09,bfbf67e3,3faa0fba,3e8831ec,403aa89c,3e86958d,3e40da92,3fcf4d4b,bfd632b1,3f227369,3ffb462f,3ef8677f,c03bce28,be99ad31,c0173127,3f1c9286,4026bc3a,bfe4f05b,3db2648b,3f0a8c6c,beee1986,be238266,bdf22223,c03dbe6b,c051406d,3def088a,40a4dbe7,bf0fdd94,3e248c93,c06038f0,3f7f83a5,bea44a39,c0922e56,bde4e3b5,4040926e,bf2a7b3f,bff49fa7,3c95e188,3f85f638,c009f03d,befd164b,bfdcf706,3f243cd6,bf3a3563,3e98a29b,c09652fe,3f0b7f97,3f3d7133,40228e7d,bff1b0f0,bebe6350	c21b0a08
3ffacf4d,3f50278a,bfa83bc2,bfa32cf8,405d3540,40747370,400c0fe9,bf21ab7f,4001804d,3fbfa198,bd47afa3,be1c6ca8,bf39b477,c01df19c,c045b99e,40650248,bff9632b,c025e332,3f362582,40196874,bf5d8cc6,c04330db,bfa54d55,3ea5cc1b,befe8a66,3e89a474,3f511cc4,bf9ab2a0,c07c7484,406a1950,bfde8b88,c083852f,3f6ec923,3f896b99,bfe537e7,c012064c,3fb8d366,3fa3d4bb,3ee74c30,c0178017,be1dd492,4008228f,3fb668bd,401109c3,c04d0372,c0078a41,bfe71221,bfd673bb,bf33fde7,3fa4c6cb,c0061779,c01b21db,bf7c380b,3fb4ddd6,bf9f5aa6,befdec4e,bf4c71e4,c03d63eb,3fd6ac1e,3fabce11,be9cfdc6,3e6a92ff,bfe32966,c01b3515	bfb25ba3,bd86a9e4,bf847203,4075c923,3ff2b8cb,bf0fee99,c0223474,3fe7e76b,3f130583,c017da7a,c0326865,3ff968b4,bd901a4c,3f51a8b9,40316383,4002fc55,c01f4f03,bf77c696,3fcf1307,3f51a67c,c000943e,3b9ef9d4,406e6a16,c066b6b5,403c970a,c00e7074,be743676,c094c409,bf6927d7,4005fe33,bf2f6d5a,bf13c87a,be878d9c,3ed23de7,3ffae2e7,3fb72af2,bf700e6d,3f4d50b9,bf6db376,3f8ffedb,c0935559,c095628f,3f64273f,befe30ff,3f8091ad,bfedb37e,be3e4094,3f8ab40b,3f2c43ce,c011f0cc,40244df8,bf978643,40b6c1ba,c016e022,3d779e2c,c0a9dae1,3e32f7d2,be363d37,bfff98fe,be9225ce,c00b123c,40844a50,3e9fa252,bf9320a9	c1acf428
c0592640,bf4dec04,3fd9d611,3fbbf515,bfc0f4e7,40a25302,bf8131f1,c02312dd,c055ad48,400ddeb9,3fd548df,3f829ce3,40c7c22f,be95cf12,bf8f0275,c02602a0,bf87892b,3f6945dd,bf0c9a5b,3f8f9df7,bf14b71f,c03c1882,3e02a7e7,3fad97f2,3d540530,3f16b6e7,bf5e72ef,bf944c7c,bfcb6d9a,bea0211f,4083a4e6,becbc018,401be318,40a3dec7,40189687,3f66a845,bfdcc433,3f96df52,3f86ed39,bdf3a3ad,c028c4b9,404b872f,3e200ebb,3f87f17e,3f853437,3fd0917d,3f2408a0,c03fd2f4,3f4075eb,c04e2e1e,bedc8db5,3f8c69d1,bfcdae5c,3dab04bd,3f5787d8,3d3254e3,3e1d77b5,3e8e380e,bf3ce67c,be82bca4,3e361f52,3f9c7364,bf26cb8d,3f9944b3	3e0542c5,bf133de3,3f146392,bf43183d,401a33fc,bfba9bbe,bfa6306c,3fef811e,beb35756,bef853c9,3faeac96,c0db4401,404ee086,c05675bf,bed616cb,bf157785,404eccc4,3ebcc831,bfb96424,bd07bc4d,3e4767af,bf40f142,bfd16e46,3f7c9f12,3edbf8c3,407794de,400092ba,c071ba7f,3f7341e3,c00501bc,402cacaf,3f813f99,3fe9e3fd,3e8ad725,3fe0bd40,4011e6b1,3f26834b,be2f521f,3fe62876,be1ce7ae,bfd43b77,3f91eaea,4008e953,4076a295,c04e783b,400c15b8,3fe60761,c005f078,bf818113,c0357b1f,bfc14c26,3eda643c,c07ce3c2,bf4136a4,3dc21b58,c021170c,bfb0d587,bfea5f59,40030944,3f752994,3db710af,3f83dab9,bf6d5eda,40373cbd	428dcd3b
40ce4a81,c012fba2,bf71c699,3f3a83f5,bdc369de,bf8249cf,bfe90e69,3f344df2,405d5e71,bf8e9490,bed10c15,3f8b1cf8,bfa9f943,3ea2afaa,3f135f63,3ff65c22,405c06ce,3eb973ce,bece8bdc,3f1ddd29,c0094f80,be83c7c6,bf103320,3febdb86,c0410739,3fc6fe9f,3f6d52ad,bfaf9248,be9a6a03,4026c996,bf26187c,3ee45b04,40017f3d,c040d4c5,4065218f,c0167f73,3fda804b,3fd10de0,bfb4aead,c01f8c98,3e9ffc80,40ac5040,bff298cb,400f622b,bfbbdeac,bee7213f,3f45bd24,403f8f40,bf13cfae,3f01ae6f,bfbc7726,c0055837,407566d6,3fd51142,3f2c01ec,bf48cd11,c0538e52,be65c267,3e866cfd,403db687,3efe0de3,40049562,beabb82b,c012cf07	bf11318f,402f7a2e,c006385b,3f73b50a,3f97ede9,40060a61,be24c616,40542dc8,3ed5ea0d,bec267a5,c00e0893,3f85d817,be70b9cb,c0121cc9,bf162a56,be570c1f,c00f6cc3,c0807e91,3fb972b5,bfc487d7,bfc5d66d,c066bc2f,bfb704cf,3f489727,bfe9719b,c0931ea4,40159859,3ce9ada7,3fd0c129,4064b69c,c09fd266,c0a11902,bff78828,bd989e98,40910878,3ff92dd5,bf8bf3a4,bf5d24c7,3e90596a,bfffd9ed,402a2e98,bf1b0a74,3f7e630b,bf499fe8,bf7cf25d,3ebfe406,be70e3f8,c0066b37,4045e43b,bf58a50d,406460b4,bef4ff7b,bf012f7a,bfe70fc4,3f9239aa,bf8d115a,bfa2be36,3de2e7c1,be873379,3d8e3966,c016a069,bf4213f2,3f983284,400edfaf	c15c2854
3ffad1b2,3e0b3345,bfe2731e,3ef14a73,3ff1a0bb,40373bd9,400433ab,3f3c6b4e,be43bb42,3f8b9aff,c003800d,4008d875,c00c5740,be5267fd,c02a46a9,bef11690,c018ccf8,3f7d5a57,bdb2069c,c0196edb,bf9d68ab,bfb4029e,bed23188,bfe91e4c,bdf8e39d,3e9ad478,3fae11b1,4041cbf2,3f6781e7,bedac5db,bf948d2d,408d1ccd,3e229d42,bf524021,3f93d99e,3fbb9b75,bfdf3bb2,bede7b22,c040a081,bf5d5daa,bed0a26a,3db00570,3fbce758,3ffd710b,3fdb6cd9,3fd2db3d,3fdf8326,4056a17b,40714ad7,bea9b9e6,bfcbc506,c02502e9,bfb04832,3e16b458,c0285713,bfd1c9f0,403663d8,c08ec5ff,c001eb9c,3f122fc4,bc857e94,bf0b25ba,bf5dff1a,3fed8e8c	bfa17f7b,bfdb9cbf,3f2409b3,40215f58,3f7dbf8d,3fe75d5d,3f2d59da,bee836d3,3f3d4cec,c0522cc7,3f09ced0,bd9c664d,4001d834,3f73dd6e,3e98a2ef,4011736f,bf46964f,bf07b505,3f23457f,bf83aae6,4020c014,3ed7b4dc,40159ce1,bf62d088,3eb42121,bfd709b6,40863662,408c2819,c027cc9a,bee8faa7,bfa21241,3f7db2cf,3f66d626,bf0e8a06,3f909ea5,3f95906f,3f85473d,bd7e442b,3fc8f7e8,401f26d3,3ee74dab,3fbc7bf9,bfa9988b,400ad26c,3f708db0,bfd194a1,c015ffaa,402d261f,c0360df0,3f6fe4a1,be00a389,bf158ede,3fbe3994,3e6cba01,c005d1cc,3f85cdd3,bfdef242,be41372b,3f765e24,3f4399a3,c017b4a0,3f7418bb,bf2c51b4,406bc169	4139fdfc
