a	b	add	sub	mul	div
d7a23ea9	79865603	79865603	f9865603	ff800000	9d9a97ab
7351c6fa	9197982a	7351c6fa	7351c6fa	c578721c	ff800000
ef63b147	36f45fa8	ef63b147	ef63b147	e6d95a0c	f7ee8674
11bc788e	6d541ad9	6d541ad9	ed541ad9	3f9c279a	00000000
20261254	c4aa87df	c4aa87df	44aa87df	a55d40a0	9af94e52
6c5f40cc	f629da30	f629da22	7629da3e	ff800000	b5a83e1e
2314277f	54d87973	54d87973	d4d87973	387a8f39	0daf3498
d3f13a88	5b67c9ca	5b67c7e8	db67cbac	efda69f6	b8053698
6ddc9020	0a8dd555	6ddc9020	6ddc9020	38f4665e	7f800000
74f56329	eb58d1ed	74f5630e	74f56344	ff800000	c910dd61
bc0aabb0	5153a52e	5153a52e	d153a52e	cde549f7	aa27bb67
9d63b34f	c01efb2e	c01efb2e	401efb2e	1e0d6814	1cb753e5
40adc02b	aec1cfc2	40adc02b	40adc02b	b0038ae2	d165808d
cca0e206	345381bc	cca0e206	cca0e206	c184ebd3	d7c2ba0b
eaddae63	c06f5eec	eaddae63	eaddae63	6bcf4801	69ed14dd
94db2200	1e2938d9	1e2938be	9e2938f4	80000000	b625c0ac
4dc20f18	a34d9dea	4dc20f18	4dc20f18	b19bddcb	e9f19c2b
3a220ce1	41024db3	4102503b	c1024b2b	3ba4f773	389f2f82
1c31c4fc	6ccfdb17	6ccfdb17	eccfdb17	4990566b	00000000
6b95eef0	0d8d65fd	6b95eef0	6b95eef0	39a5a0ab	7f800000
4b32a1e7	f496588f	f496588f	7496588f	ff800000	96181510
14456d67	15a19854	15ba4601	9588eaa7	00000000	3e1c6206
f35cd77b	9daea62a	f35cd77b	f35cd77b	5196a9ce	7f800000
b2bfeab9	0a3c7665	b2bfeab9	b2bfeab9	80023525	e802589e
1a6b56ef	d0ec2f6d	d0ec2f6d	50ec2f6d	abd91fbd	88ff1558
b7c52225	930ea62c	b7c52225	b7c52225	0b5bb1cd	6430e39c
b7c97716	197a591a	b7c97716	b7c97716	91c5046a	ddce0377
13d516eb	b3c4aa86	b3c4aa86	33c4aa86	8823b37d	9f8ab06d
7aefa5a6	b4f7886b	7aefa5a6	7aefa5a6	f067b887	ff800000
41c82a93	0f8aeab0	41c82a93	41c82a93	11d93ce8	71b86fb0
1f06e598	c52122ba	c52122ba	452122ba	a4a9d162	99565055
55bb83bb	fc774598	fc774598	7c774598	ff800000	98c22228
453a6c50	49eb40ca	49eb9e00	c9eae394	4fab509c	3acadd1c
0ffe6ae2	78fb4bc0	78fb4bc0	f8fb4bc0	4979be14	00000000
e03e145d	25cddd3f	e03e145d	e03e145d	c698da95	f9ec5f02
1e7384c7	0d667c49	1e7384c7	1e7384c7	00000000	50873ceb
b0475304	fa8a6352	fa8a6352	7a8a6352	6b57802a	00000001
09dd9096	15e32955	15e32956	95e32954	00000000	3379b15d
0660951b	6eb69c98	6eb69c98	eeb69c98	35a03361	00000000
909d97ea	55b6bd6c	55b6bd6c	d5b6bd6c	a6e0fd38	800006e6
2637bb84	62fdb05e	62fdb05e	e2fdb05e	49b612e6	02b96800
cd8b7bf1	77f07fac	77f07fac	f7f07fac	ff800000	9514797d
c162c725	ec1a4505	ec1a4505	6c1a4505	6e08a8f0	14bc294c
074cf8d0	e45921b5	e45921b5	645921b5	ac2dd9e5	80000000
4e81c281	5081564b	50897273	d0727446	5f831d81	3d806b18
9d897899	bd521665	bd521665	3d521665	1b61a1e8	1fa78397
0ea4cf48	1a51bead	1a51beae	9a51beac	00000000	33c927c1
c5dc6e69	34dffb5c	c5dc6e69	c5dc6e69	bb40dc9d	d07bf11e
4df93dc4	c597209b	4df93d2d	4df93e5b	d413232d	c7d3196d
fbc00468	909f3162	fbc00468	fbc00468	4ceecf8e	7f800000
fa93c936	d70dd899	fa93c936	fa93c936	7f800000	63055c2e
ea9c95bf	49eb9141	ea9c95bf	ea9c95bf	f510164f	e02a2ab2
ec95a6da	7ec85954	7ec85954	fec85954	ff800000	ad3f387c
748df67b	417074af	748df67b	748df67b	768557c8	729723d5
f1079d10	1a1f9372	f1079d10	f1079d10	cba91151	ff800000
6d04c3e1	4f9f6c78	6d04c3e1	6d04c3e1	7d255bd3	5cd5312f
a27e6bad	dbcfa322	dbcfa322	5bcfa322	3ece5b31	061cd70f
5fb5f67c	f86c7b2d	f86c7b2d	786c7b2d	ff800000	a6c4fb57
c922220c	48825371	c8c1f0a7	c9634bc4	d2251445	c01f3d49
4a3d4883	c0255bd8	4a3d4879	4a3d488d	caf4874a	c99284f3
bb2a25c7	9b8e00dc	bb2a25c7	bb2a25c7	173cc30d	5f195e6c
674373ff	5f4a3cf3	674374c9	67437335	7f800000	4777694e
d931b8c3	d45a6ef1	d931ef5f	d9318227	6e17a45b	44504964
ef33b34e	37acce80	ef33b34e	ef33b34e	e7729ad9	f7051b36
0cccb983	c103bdfe	c103bdfe	4103bdfe	8e52b5bc	8b46e8d0
a47b3bea	2fb7e01d	2fb7e01b	afb7e01f	94b473c5	b42ee3d0
8859e6d2	53910221	53910221	d3910221	9c76db1a	80000000
dfb45ca3	5d798146	dfac9099	dfbc28ad	fdafc92f	c1b90e96
68414d02	e39d2032	6840fe72	68419b92	ff800000	c41d782c
c75102e7	4209567b	c750e091	c751253d	c9e04252	c4c2cce2
a70fdb20	e3c19d55	e3c19d55	63c19d55	4b599939	02be355c
8550270d	e982cfed	e982cfed	6982cfed	2f54b9ca	00000000
090d9e70	e50326c7	e50326c7	650326c7	ae911b0e	80000000
5448b134	2b3cf5cd	5448b134	5448b134	401422d4	6887f27b
2e33b4a8	b3adb639	b3ad9fc2	33adccb0	a273e200	ba046aa7
a203a68a	3293d9f7	3293d9f7	b293d9f7	95181171	aee3f2de
6cec5882	9ac9fb4f	6cec5882	6cec5882	c83a7982	ff800000
332aa9ea	7f7d3a2f	7f7d3a2f	ff7d3a2f	7328d0b6	00000000
90693177	c936977c	c936977c	4936977c	1a265328	06a378f8
6ee5b6be	70efb724	70fe1290	f0e15bb8	7f800000	3d7551aa
08076d77	5d691a2e	5d691a2e	dd691a2e	25f6a0f6	00000000
4529d2f7	a54f19e1	4529d2f7	4529d2f7	ab0962c1	df51ebe5
cb5402bb	229b8f95	cb5402bb	cb5402bb	ae80d490	e82e72d3
cc8f8a05	28ed597d	cc8f8a05	cc8f8a05	b60514f4	e31ad172
412b6fbd	6f9d0019	6f9d0019	ef9d0019	7152472f	110bc500
ccd13625	5c5ae6cd	5c5ae6cd	dc5ae6cd	e9b2e4ba	aff4aaef
5702b4a2	d4535436	56fecea2	570601f3	ebd7cbc1	c21e5598
0ddb47f1	86eb50ec	0ddb4444	0ddb4b9e	80000000	c66e8e33
69cb8d90	c302f0ac	69cb8d90	69cb8d90	ed503a81	e646fb7f
d88ce2fa	b0807b3b	d88ce2fa	d88ce2fa	498d6a9d	678c5bd9
241d4ee2	3884b9b4	3884b9b4	b884b9b4	1d231d92	2b17b520
32776583	45ae7707	45ae7707	c5ae7707	38a89a06	2c358202
3565f9ef	7827786b	7827786b	f827786b	6e167238	0000afc6
57b173eb	f34fb50e	f34fb50e	734fb50e	ff800000	a3dab617
ca254b17	5babee65	5babee65	dbabee65	e65e062b	adf61dca
e5f34a86	2fafd38e	e5f34a86	e5f34a86	d62718ff	f5b11d1b
eae525eb	1a39c19e	eae525eb	eae525eb	c5a645b6	ff800000
c6868b84	20915d9c	c6868b84	c6868b84	a798cc71	e56cf1a7
328412fe	6229414d	6229414d	e229414d	552ea474	0fc7c377
2378ed35	b1a8a106	b1a8a106	31a8a106	95a3f83e	b13cf36f
7cc06ede	f62636e5	7cc069ac	7cc07410	ff800000	c61430d2
17a3fbfc	229aea23	229aea26	a29aea20	00000c67	34877e74
da9040e5	c29dcd11	da9040e5	da9040e5	5db1d6b4	576a0599
add474f4	55e489dd	55e489dd	d5e489dd	c43daa93	976dfc66
ca52b937	1702fe86	ca52b937	ca52b937	a1d7a720	f2cde826
d5de252a	bc21c012	d5de252a	d5de252a	528c5c0b	592fcb09
6e20c4b1	61e448ed	6e20c4b1	6e20c4b1	7f800000	4bb4495b
e7fa686c	34960e8c	e7fa686c	e7fa686c	dd12c76a	f2d599ba
6e9545b1	8d96c312	6e9545b1	6e9545b1	bcafd129	ff800000
1a06fb72	17c217cd	1a0d0c30	1a00eab4	00000000	41b20919
c4ea184e	d1017738	d1017738	51017738	566cc688	336771d9
23a6b5ab	73fcf97e	73fcf97e	f3fcf97e	5824bd4d	00000000
c06ce0df	7bed244e	7bed244e	fbed244e	fcdb6dc6	83ffb734
3d3070f0	6d8bdda9	6d8bdda9	ed8bdda9	6b40cc31	0f2178ec
1d3d1b33	b9daad93	b9daad93	39daad93	97a18961	a2dd6195
19f2fb59	ccb058ab	ccb058ab	4cb058ab	a72760f6	8cb05df2
db1d0f95	5bb96272	5b55b54f	dc03f51e	f7637951	bed8e330
c2ef7602	5fdbb695	5fdbb695	dfdbb695	e34d84bd	a28b812e
394f084f	98407efc	394f084f	394f084f	921baced	e089aa7d
28c3549e	1737c241	28c3549e	28c3549e	008c35b5	51080f7b
21c15a12	6713ebb2	6713ebb2	e713ebb2	495f7179	0000053b
1512d42d	a22228f0	a22228f0	222228f0	8000002f	b267cc06
a643f69f	e8f648ee	e8f648ee	68f648ee	4fbc86d0	0000cbb2
450d048a	1df8a22b	450d048a	450d048a	2388f5ba	66913221
1942f128	7a7ba25f	7a7ba25f	fa7ba25f	543f9e17	00000000
745437ca	3c929528	745437ca	745437ca	717306ee	77395086
30894d00	9fbe1541	30894d00	30894d00	90cbe518	d038e9f8
ac7db62b	fd75f593	fd75f593	7d75f593	6a73c2b8	00000000
e997afe6	ab298794	e997afe6	e997afe6	5548e6e9	7de50e87
7a77ed53	5b67b7c2	7a77ed53	7a77ed53	7f800000	5e88f434
de3b5200	c4872abc	de3b5200	de3b5200	6345cf06	59316358
f993fdec	da436946	f993fdec	f993fdec	7f800000	5ec1e0bf
b11099f9	a2ebc07c	b11099f9	b11099f9	14852a11	4d9d0559
4ecb1037	1ae3535d	4ecb1037	4ecb1037	2a345181	7364ad64
65c502c7	91592544	65c502c7	65c502c7	b7a71c08	ff800000
60cca8aa	54e5316c	60cca8ab	60cca8a9	76373a63	4b6498a1
bdf92812	35ed9b34	bdf92724	bdf92900	b4674127	c78638e2
23866580	e9df6ade	e9df6ade	69df6ade	cdea950a	80000134
3aefe15a	8c841970	3aefe15a	3aefe15a	87f79011	ede86fab
c61e861e	2beec0fd	c61e861e	c61e861e	b293d831	d9a9f986
41ce7aec	64c478f0	64c478f0	e4c478f0	671e77a8	1c86851c
b1f09743	7102b9d4	7102b9d4	f102b9d4	e375b6e9	8075c97b
a9aabf1a	44f1a752	44f1a752	c4f1a752	af212d81	a434e220
f0141e58	591560fd	f0141e58	f0141e58	ff800000	d67dd710
53e211ba	2a3f946b	53e211ba	53e211ba	3ea92e4b	69170b1e
6476394e	ae25cb84	6476394e	6476394e	d31f76ae	f5be1819
7d8457aa	0b089fb0	7d8457aa	7d8457aa	490d423f	7f800000
6ec075ea	c4e185c4	6ec075ea	6ec075ea	f4298c33	e95a7854
500141ab	5e867cf8	5e867cf8	de867cf8	6f07cef1	30f60aa0
108d8896	be068c24	be068c24	3e068c24	8f14c5f2	9206a56a
f63e5385	e2523325	f63e5385	f63e5385	7f800000	5367cbd6
b42d6d99	c044be1a	c044be1b	4044be19	350548b2	3361a9d4
e2bcffe1	a19b9a5e	e2bcffe1	e2bcffe1	44e5c1c9	7f800000
df6fd7d8	98a7c622	df6fd7d8	df6fd7d8	389d2f6f	7f800000
d3bd0401	d070d0e8	d3bee5a3	d3bb225f	64b1cdff	42c8eef8
2c2a90e5	e47e011d	e47e011d	647e011d	d1293c81	872be7f6
1b0e905a	fa762584	fa762584	7a762584	d609139b	80000000
0058ae85	fa2dbe79	fa2dbe79	7a2dbe79	baf0bfad	80000000
ebeec488	dd9b8192	ebeec488	ebeec488	7f800000	4dc488be
483b4d81	4b3916eb	4b3c0421	cb3629b5	54076bc7	3c8187d4
a6bc457f	a894d2b5	a8a0970d	28890e5d	0fdae647	3da1edc9
4e0c5b3b	3646412d	4e0c5b3b	4e0c5b3b	44d96497	57353ce2
1bd6af77	3321700b	3321700b	b321700b	0f876250	282a3806
1fa014a8	8da5cdbf	1fa014a8	1fa014a8	80000000	d17729e9
97829355	1846749c	18052af2	9883df23	80000000	bea86ffa
0ea572fd	2179255d	2179255d	a179255d	00000000	2caa002e
5a8ccbe1	215e3862	5a8ccbe1	5a8ccbe1	3c746f9f	78a232eb
e7888811	4deb02f9	e7888811	e7888811	f5faacfb	d914b990
b6b38a03	2cce17a5	b6b389f6	b6b38a10	a41089a4	c95f043e
fe1a864c	76b8addf	fe1a84db	fe1a87bd	ff800000	c6d63339
7d99ec5f	78f99613	7d9a2ac5	7d99adf9	7f800000	441de0f8
c14e2ea8	d6502ec0	d6502ec0	56502ec0	5827ab90	2a7d8a49
fe7a97c8	5e336f32	fe7a97c8	fe7a97c8	ff800000	dfb2c2da
3546000a	3097fa94	35464c07	3545b40d	266b17a9	4426c29d
9bd1d9d9	557c1e90	557c1e90	d57c1e90	b1ceab7f	85d514bc
804e9068	d06d643a	d06d643a	506d643a	1111b4e5	00000000
748b4f97	b85de0f0	748b4f97	748b4f97	ed717c3b	fba0bc12
f11b5921	f00febbb	f13f5410	f0eebc64	7f800000	408a29c9
d2635b94	10ace0ad	d2635b94	d2635b94	a3998911	ff800000
d9da84e4	cee746a2	d9da84e8	d9da84e0	69456a34	4a71e124
f0ea4905	6cb42230	f0e994e3	f0eafd27	ff800000	c3a67ab5
d2a13de7	75619c6c	75619c6c	f5619c6c	ff800000	9cb6f5e2
a92bf440	7e329e78	7e329e78	fe329e78	e7eff48c	80000000
f2f98089	d3210299	f2f98089	f2f98089	7f800000	5f465973
ff7a4db7	37ba0e10	ff7a4db7	ff7a4db7	f7b5ea37	ff800000
6a55848d	846625eb	6a55848d	6a55848d	af3ff4b7	ff800000
175e7685	a224f89c	a224f899	2224f89f	8000047b	b4ac9b87
c57d1756	f9f10e19	f9f10e19	79f10e19	7f800000	0b066422
07068454	a6c53fd0	a6c53fd0	26c53fd0	80000000	9fae9532
30984395	c726791a	c726791a	4726791a	b84607b4	a8ea2646
4f74dd02	323ed9e6	4f74dd02	4f74dd02	42368c73	5ca43990
35851c12	fc50d515	fc50d515	7c50d515	f2592b34	800000a3
a7f8f38c	aae87330	aaec56fe	2ae48f62	13620cbb	3c89162b
218d4c15	67e50c02	67e50c02	e7e50c02	49fcd75f	0000013c
6139151a	766df7a3	766df7a3	f66df7a3	7f800000	2a471b8b
5364c68e	4b918599	5364c7b1	5364c56b	5f820bda	47493aba
daf809d8	ec1740de	ec1740de	6c1740de	7f800000	2e51e7d1
975253dd	1c50ce69	1c5099d4	9c5102fe	80000000	ba80eebd
6621da38	c763e970	6621da38	6621da38	ee101816	de35cc9f
36263481	11f50c6a	36263481	36263481	089f184f	63ada20c
0e8411bc	f5cdff16	f5cdff16	75cdff16	c4d48b99	80000000
260b769b	f3682948	f3682948	73682948	d9fcf3f3	80000000
40a52ef9	25aa6ec4	40a52ef9	40a52ef9	26dbf154	5a781d8b
d3b0acc0	79e6c6a9	79e6c6a9	f9e6c6a9	ff800000	9943fc49
ce22c49b	1d9947fc	ce22c49b	ce22c49b	ac42ea8b	f007ec0f
30e40be1	1b2c4d7b	30e40be1	30e40be1	0c997d00	5529692d
4df9c941	6ac53e5b	6ac53e5b	eac53e5b	794074b7	22a218e1
4d649079	b7894244	4d649079	4d649079	c57518f5	d555257e
4290e35d	d176d598	d176d598	5176d598	d48bb35f	b09644ab
053a112d	71302f3a	71302f3a	f1302f3a	37000e22	00000000
d76d9c69	4df6ffea	d76d9c4a	d76d9c88	e5e541d5	c8f644ea
0a835b65	f4748ce9	f4748ce9	74748ce9	bf7af6d4	80000000
04f4089b	5ee7c032	5ee7c032	dee7c032	245ceafa	00000000
80407dfd	3862aa94	3862aa94	b862aa94	800000e4	8711ad35
a7d24e10	05546455	a7d24e10	a7d24e10	80000000	e1fd7c09
0840011f	4fcd2a59	4fcd2a59	cfcd2a59	1899e0a9	0000003c
2a892d02	decaed7e	decaed7e	5ecaed7e	c9d9798c	8b2d0d44
018c103c	89031d22	89031c0a	09031e3a	80000000	b808bcb1
7910e343	384fcc9c	7910e343	7910e343	71eb3721	7f800000
01ca4a1d	a4e44109	a4e44109	24e44109	80000000	9c62e119
d1c5cdd3	e86e15d7	e86e15d7	686e15d7	7ab7f63a	28d4b00f
f06af125	bdbede1b	f06af125	f06af125	6eaf2acf	721d8ea7
655bd2b4	9b839d73	655bd2b4	655bd2b4	c162080a	ff800000
93898ff7	fb1dddbb	fb1dddbb	7b1dddbb	4f29a8e0	00000000
f2827053	af0def90	f2827053	f2827053	6210a3dc	7f800000
2924a1dc	b7472776	b7472776	37472776	a1001333	b1539fd3
7c1f6afb	eaeacf48	7c1f6afb	7c1f6afb	ff800000	d0adcdf4
ddf66b3b	f66bc130	f66bc130	766bc130	7f800000	2705ca3e
944fdc31	a0bcf55c	a0bcf55c	20bcf55c	00000002	330ccdd0
fc0f82b3	d225a55c	fc0f82b3	fc0f82b3	7f800000	695dca60
34bd06b4	c2b88332	c2b88332	42b88332	b8083db1	b1832199
da9e78d4	d8da986a	daac225b	da90cf4d	7407513e	413996b4
9915ed6e	0f56aa4c	9915ed61	9915ed7b	80000000	c932cbf3
b7af8a7c	ae6b28b0	b7af8a99	b7af8a5f	26a14006	48bf192d
4ae9cb56	206a87a3	4ae9cb56	4ae9cb56	2bd62fbc	69ff3276
79cec994	5faeaf1e	79cec994	79cec994	7f800000	59978617
77164922	447b8b9f	77164922	77164922	7c13abab	7218f274
86d976d4	250c5121	250c5121	a50c5121	80000000	a1466016
eac1ef7f	2e3f567d	eac1ef7f	eac1ef7f	d990f335	fc01bcdf
ec3270cf	089f6467	ec3270cf	ec3270cf	b55e3419	ff800000
c6d6b2ff	ba9567dd	c6d6b300	c6d6b2fe	41fa9a94	4bb7f051
229f64c8	5b070842	5b070842	db070842	3e282693	071717bc
e6a1c9f5	24329c9a	e6a1c9f5	e6a1c9f5	cb61c2c9	ff800000
c49baa73	4e62f0ed	4e62f0da	ce62f100	d389fef9	b5af9923
268ed407	586652c5	586652c5	d86652c5	3f8080ac	0d9ec039
29e6063c	af3029b1	af300cf0	2f304672	999e49bf	ba2722c3
45dfa712	c683eb17	c61802a5	46bbd4dc	cce67fc1	bed90272
89fc7bc3	87c5e03c	8a046ce3	89f01dbf	00000000	41a352f0
7a28bf12	7e38914d	7e393a0c	fe37e88e	7f800000	3b6a0e3a
b9ba9f0f	31ef7339	b9ba9e20	b9ba9ffe	ac2e8e7e	c7478518
cc283ae5	4fc94be6	4fc7fb70	cfca9c5c	dc84481e	bbd5f295
8f544944	575e899d	575e899d	d75e899d	a73889a6	8000001f
a8038b0a	150f61f8	a8038b0a	a8038b0a	80024d68	d26adc7b
7d0722a5	1e16f98e	7d0722a5	7d0722a5	5b9f6411	7f800000
71108876	2fc608d8	71108876	71108876	615f9d13	7f800000
e0a78d97	d44df12d	e0a78d97	e0a78d97	7586ca3c	4bd047a5
d795a343	3db581db	d795a343	d795a343	d5d430ab	d9530d06
389b5849	6820a6d0	6820a6d0	e820a6d0	6142f8ce	0ff78b2c
770ef2e0	c9ab218c	770ef2e0	770ef2e0	ff800000	ecd5d75c
3464764f	cd7124d2	cd7124d2	4d7124d2	c257343c	a672897b
3b8bb9bb	08ff0110	3b8bb9bb	3b8bb9bb	050b2e96	720c456b
23a255e7	526dcf06	526dcf06	d26dcf06	3696ccce	10aec0e6
3645f9e1	523563a7	523563a7	d23563a7	490c46bd	238bb46a
ddedd511	aefe7a8f	ddedd511	ddedd511	4d6c6b43	6e6f4108
2659930a	80c5ab59	2659930a	2659930a	80000000	e50ce3b2
2a4fca14	105f2e19	2a4fca14	2a4fca14	000016a5	596e5894
cd08322e	8d899ccd	cd08322e	cd08322e	1b126c8d	7efd5d6b
c0b1cbcf	11ac1082	c0b1cbcf	c0b1cbcf	92ef00cc	ee844389
283eb752	4a360f1b	4a360f1b	ca360f1b	3307a195	1d861627
55d9cd7b	cae7890e	55d9cd77	55d9cd7f	e144fd05	ca70d0f6
c85be07a	624c1b05	624c1b05	e24c1b05	eb2f4e16	a589e3ff
a8a35147	4af9802c	4af9802c	caf9802c	b41f2bd3	9d279262
28a41601	6bcbd161	6bcbd161	ebcbd161	5502a3a7	0000670c
5897e3df	94de19dd	5897e3df	5897e3df	ae03c6f4	ff800000
1c8bd9da	d6dc64a8	d6dc64a8	56dc64a8	b3f0cc68	85227203
19795a02	96ccf365	1972f267	197fc19d	80000000	c21bbae8
2dca2ed8	a9563574	2dc9c3bd	2dca99f3	97a92d60	c3f1a0c4
354299c8	57fb8279	57fb8279	d7fb8279	4dbf2ff5	1cc61335
01c836e1	1ba55b36	1ba55b36	9ba55b36	00000000	259afbb0
90ec05cc	dcb6da62	dcb6da62	5cb6da62	2e289576	00000000
5f46fcd8	569cb670	5f46fd26	5f46fc8a	76739fc5	4822878b
75cbfc27	9f69af6b	75cbfc27	75cbfc27	d5ba3446	ff800000
a9ee0c8f	38930377	38930377	b8930377	a308b46f	b0cf4301
6db44783	0b5d891d	6db44783	6db44783	399c024b	7f800000
6ce4dcb9	d5712c12	6ce4dcb9	6ce4dcb9	ff800000	d6f2eee6
966f53b6	36813384	36813384	b6813384	8d7192b0	9f6d1a15
639145cc	9f9b0e7d	639145cc	639145cc	c3affaf7	ff800000
621e7e13	62b00d92	62ff4c9c	e2419d11	7f800000	3ee67711
ec0a886a	e8d7597c	ec0c371d	ec08d9b7	7f800000	42a4aeda
ac7709f8	c5744647	c5744647	45744647	326bb952	268172d5
90f05ec4	25437571	25437571	a5437571	8000000b	ab1d6940
557a7ade	dde3d2b5	dde3d238	5de3d332	f3dee91d	b70cbac2
7af20901	fe5a10c4	fe582cb2	7e5bf4d6	ff800000	bc0e11d9
5d1cca86	0a271f1f	5d1cca86	5d1cca86	27ccb65a	7f800000
f7a1f063	f31df6f4	f7a23f5e	f7a1a168	7f800000	4403386f
9975df1a	dceb5e29	dceb5e29	5ceb5e29	36e20e3c	000042db
b093ae91	a985fe53	b093b0a9	b093ac79	1a9a98d1	468d1380
1ca5bd11	c43d7058	c43d7058	443d7058	a1754aa2	97dff8ed
aced4e9b	e38b55ae	e38b55ae	638b55ae	5101291b	08da00a0
028d5aee	e78893ec	e78893ec	678893ec	aa96d3f8	80000000
b5c7e8b3	3c5f85c2	3c5f7f83	bc5f8c01	b2ae8c27	b8e4f49a
e2024613	9db3e824	e2024613	e2024613	40371a42	7f800000
3a02a7d6	ff434d3e	ff434d3e	7f434d3e	f9c75a88	8000055a
a04af23e	a01d4228	a0b41a33	9f36c058	00f95604	3fa52ffe
119ed211	2abbfe05	2abbfe05	aabbfe05	0000e942	26584674
1c383a29	43b571f9	43b571f9	c3b571f9	20829324	1801f669
2d7ee8a7	93c55bf6	2d7ee8a7	2d7ee8a7	81c4849a	d9255316
aa425f92	9a63a759	aa425f92	aa425f92	052cd9ce	4f5a9362
34de9560	c421d940	c421d940	4421d940	b98cb8d6	b030086d
8151f022	07cae9c3	07cae333	87caf053	80000000	b9046e6f
f3607002	a7a94ce0	f3607002	f3607002	5b946d57	7f800000
6c436672	2c9cf786	6c436672	6c436672	596f9eb7	7f1f573c
4f057a48	c99570e1	4f05679a	4f058cf6	d91bd60d	c4e4a773
ccd2217d	267ae952	ccd2217d	ccd2217d	b3cdf438	e5d66472
15d5b30c	a6de3ed9	a6de3ed9	26de3ed9	8001730b	ae7627eb
cf650018	8dc56445	cf650018	cf650018	1db092c4	7f800000
ac416005	8f812a48	ac416005	ac416005	00006191	5c3fa175
f61ae4e8	996cb945	f61ae4e8	f61ae4e8	500f3b1f	7f800000
5494c281	619726b2	619726b2	e19726b2	76afaa6d	327bf327
eb66c0ab	3434c098	eb66c0ab	eb66c0ab	e022ed12	f6a36864
e90f3b51	7f78a21c	7f78a21c	ff78a21c	ff800000	a91379bc
66b21d5c	64ecb6cc	66c0e8c9	66a351ef	7f800000	4140a057
4132e51e	1fb12df7	4132e51e	4132e51e	2177a111	61013d42
2def4568	a6fef938	2def416c	2def4964	956e4fcc	c6703c01
f7217e5e	b08814b2	f7217e5e	f7217e5e	682bb060	7f800000
9c6cdfdb	4909a3ad	4909a3ad	c909a3ad	a5feb67e	92dc490a
dc1542c6	2b74116d	dc1542c6	dc1542c6	c80e4dce	f01c8ed0
bf78947b	0b1db8f6	bf78947b	bf78947b	8b1926a9	f3c9bc4f
a56047fe	7d13bd39	7d13bd39	fd13bd39	e3016f1e	80000000
c274a53b	dcbee06c	dcbee06c	5cbee06c	5fb6691a	25240e8c
084b8a7a	ec0cc751	ec0cc751	6c0cc751	b4dfdc68	80000000
7c411e5b	876eab75	7c411e5b	7c411e5b	c4340b90	ff800000
3b18f940	bf20f316	bf205a1d	3f218c0f	bac05a13	bb735056
7b52185c	71f36c2a	7b52187a	7b52183e	7f800000	48dcf35d
9e27576a	872f7794	9e27576a	9e27576a	00000000	5674251e
8fb09051	3685addd	3685addd	b685addd	86b865c8	98a9100d
a303d6e8	c69f8cc5	c69f8cc5	469f8cc5	2a2455f2	1bd389cc
5108a340	7c5dc5e9	7c5dc5e9	fc5dc5e9	7f800000	141db9b4
8e416dc8	40ed7be6	40ed7be6	c0ed7be6	8fb37040	8cd0828f
0e0d4c6e	b10c955b	b10c955b	310c955b	8026cc1e	9c80a6b0
2f7e7d4e	54f79d8f	54f79d8f	d4f79d8f	44f62787	1a038dab
ccf594a8	136bf702	ccf594a8	ccf594a8	a0e25c6b	f9053755
2ccbc328	1250e49f	2ccbc328	2ccbc328	00299122	59f9b657
29f699fa	2e14391c	2e14b469	ae13bdcf	188ec808	3b54f4b9
2b312dc8	b46071ef	b46071c3	3460721b	a01b56ea	b64a16ad
d6c1952e	d205f8f4	d6c1d82a	d6c15232	694a9d84	4438f3ee
ee90cd67	8c7fba69	ee90cd67	ee90cd67	3b90a60a	7f800000
0333653a	cd174546	cd174546	4d174546	90d40281	80000002
a033a2e3	ca9e3175	ca9e3175	4a9e3175	2b5e0279	151159b4
f87ef27d	a00779fa	f87ef27d	f87ef27d	5906eb5a	7f800000
e4905236	a7ed1d57	e4905236	e4905236	4d05aca6	7c1bd0db
22d8a942	ef45f2d8	ef45f2d8	6f45f2d8	d2a787c7	80000000
c4757099	c2f609c5	c48a18e9	c456af60	47ebe391	40ff60a0
b361e4eb	acb1a97c	b361ea78	b361df5e	209cc4d4	4622bff1
f46cfbc5	e9ecbf9d	f46cfbcc	f46cfbbe	7f800000	4a002086
3d048c92	8cedefd8	3d048c92	3d048c92	8a7664a4	ef8e9c95
db0c06ca	60088579	60086277	e008a87b	fb95593a	ba83494f
ab471e93	3f11e439	3f11e439	bf11e439	aae2f3aa	abaeb347
ba0c9398	70d1f272	70d1f272	f0d1f272	eb669342	88ab69a8
3f5c5bde	27d48b6b	3f5c5bde	3f5c5bde	27b6f416	5704b4b9
681ca8fe	530c1ecb	681ca8fe	681ca8fe	7bab7e86	548f1bf2
c5d9d869	58fd3386	58fd3386	d8fd3386	df5776b8	ac5c40d7
1123fb40	7f2bd6ff	7f2bd6ff	ff2bd6ff	50dc2516	00000000
316af0f1	7707c3ac	7707c3ac	f707c3ac	68f93145	00000376
1a4a3aef	1dbe0a0b	1dbf9e81	9dbc7595	00000096	3c083610
bace3682	7b433d77	7b433d77	fb433d77	f69d4508	8010e634
fd2e1f28	f73efa96	fd2e2b18	fd2e1338	7f800000	45696754
2d4961d2	013d4c3d	2d4961d2	2d4961d2	00000000	6b882bd4
